"elections";"candidate";"list_name";"list_pos";"pref_votes";"elected";"nom_party";"pol_affil";"mayor";"dep_mayor";"board";"gov_support";"elig_voters";"ballots_cast"
"1998";"Tománek Pavel";"ODA";11;384;1;"NK";"BEZPP";0;NA;NA;1;NA;NA
"1998";"Rákosník Ivan";"ODA";12;264;0;"NK";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Mautvic Václav";"ODA";13;278;0;"NK";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Vranský Pavel";"ODA";14;170;0;"NK";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Mlch Vladimír (2)";"ODA";15;192;0;"NK";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Karhan František";"ODS";1;420;1;"ODS";"ODS";0;NA;NA;NA;NA;NA
"1998";"Altman Vlastimil";"ODS";2;199;0;"ODS";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Brejník Jiří";"ODS";3;341;1;"ODS";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Formandlová Marcela";"ODS";4;177;0;"ODS";"ODS";0;NA;NA;NA;NA;NA
"1998";"Kabele Karel";"ODS";5;277;1;"ODS";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Málek Aleš";"ODS";6;276;1;"NK";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Mikulová Gabriela";"ODS";7;141;0;"NK";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Jirásek Lubomír";"ODS";8;236;0;"ODS";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Kubáčková Jarmila";"ODS";9;118;0;"ODS";"ODS";0;NA;NA;NA;NA;NA
"1998";"Soukupová Hana";"ODS";10;143;0;"ODS";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Martínek Jan";"ODS";11;129;0;"ODS";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Herová Hana";"ODS";12;77;0;"NK";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Belica Martin";"ODS";13;120;0;"ODS";"BEZPP";0;NA;NA;NA;NA;NA
"1998";"Mikeš Petr";"ODS";14;198;0;"ODS";"ODS";0;NA;NA;NA;NA;NA
"1998";"Skopanová Helena";"ODS";15;247;0;"ODS";"BEZPP";0;NA;NA;NA;NA;NA
"2002";"Kášek Václav";"ODS";1;723;1;"ODS";"ODS";1;NA;NA;1;1625;934
"2002";"Karhan František";"ODS";2;662;1;"ODS";"ODS";0;NA;NA;1;NA;NA
"2002";"Babka Zdeněk";"ODS";3;633;1;"ODS";"ODS";0;NA;NA;1;NA;NA
